reviewID,documentScore,documentMag,sentimentscore,sentimentmagnitude,textcontent,userName,userScore,thumbsUpCount,reviewCreatedVersion,at,responselanguage
gp:AOqpTOElviD6KwGtiZHGKQcwlMI7Qh073CFUT2xFaH7r-Mx7E55yDqR4kGIFIHlpPwxofAbF4jRKg1anwW8KqW8,0.699999988079071,4.599999904632568,0.699999988079071,0.699999988079071,"Anki will tax your active recall more, since you don't have options to choose from, but this app will nevertheless give you an initiation into those words and how they're used.",John K. Sunny,5,59,3.3.0,3.3.0,en
gp:AOqpTOElviD6KwGtiZHGKQcwlMI7Qh073CFUT2xFaH7r-Mx7E55yDqR4kGIFIHlpPwxofAbF4jRKg1anwW8KqW8,0.699999988079071,4.599999904632568,0.8999999761581421,0.8999999761581421,Great free resource!,John K. Sunny,5,59,3.3.0,3.3.0,en
gp:AOqpTOGqGqiHWhBoA56rgruDlPgq84vDLj2GzGO34zsTp6yVz_pqYhZ2Zy7Ab_ePyxWAmNSKgdV0U7l5W5zBujw,0.6000000238418579,1.7999999523162842,0.8999999761581421,0.8999999761581421,Its an excellent application.,Bharat Tarange,4,29,3.3.0,3.3.0,en
gp:AOqpTOGqGqiHWhBoA56rgruDlPgq84vDLj2GzGO34zsTp6yVz_pqYhZ2Zy7Ab_ePyxWAmNSKgdV0U7l5W5zBujw,0.6000000238418579,1.7999999523162842,0.20000000298023224,0.20000000298023224,I liked it alot just I have posted 4 stars in the rating because I have a suggestion that when the answer is given by the learner there come's a example I think with that you should give a simplified definition which will be in sentence which we can easily see on Google so that we can understand the word easily and can quickly memorize it .,Bharat Tarange,4,29,3.3.0,3.3.0,en
gp:AOqpTOGqGqiHWhBoA56rgruDlPgq84vDLj2GzGO34zsTp6yVz_pqYhZ2Zy7Ab_ePyxWAmNSKgdV0U7l5W5zBujw,0.6000000238418579,1.7999999523162842,0.6000000238418579,0.6000000238418579,But living this aside the application is superb.☺,Bharat Tarange,4,29,3.3.0,3.3.0,en
gp:AOqpTOFC9d7sH9XX06GV3KN0bsYcgV7_7d0iwyqws485jrfnys1-3odKbs6xnBXXIqQepDapiClHJHMNj_COYK0,-0.10000000149011612,2.4000000953674316,0.8999999761581421,0.8999999761581421,Great interface.,Ahnaf Syndeed,4,1,3.3.0,3.3.0,en
gp:AOqpTOFC9d7sH9XX06GV3KN0bsYcgV7_7d0iwyqws485jrfnys1-3odKbs6xnBXXIqQepDapiClHJHMNj_COYK0,-0.10000000149011612,2.4000000953674316,-0.699999988079071,0.699999988079071,The examples are not always viewd completely.,Ahnaf Syndeed,4,1,3.3.0,3.3.0,en
gp:AOqpTOFC9d7sH9XX06GV3KN0bsYcgV7_7d0iwyqws485jrfnys1-3odKbs6xnBXXIqQepDapiClHJHMNj_COYK0,-0.10000000149011612,2.4000000953674316,-0.30000001192092896,0.30000001192092896,Sometimes I have to google the meaning of the meaning of the word that's provided.,Ahnaf Syndeed,4,1,3.3.0,3.3.0,en
gp:AOqpTOFC9d7sH9XX06GV3KN0bsYcgV7_7d0iwyqws485jrfnys1-3odKbs6xnBXXIqQepDapiClHJHMNj_COYK0,-0.10000000149011612,2.4000000953674316,-0.30000001192092896,0.30000001192092896,More synonyms and meanings could help.,Ahnaf Syndeed,4,1,3.3.0,3.3.0,en
gp:AOqpTOEgpMHi4mesFmHOunJjenF71id20kNM8cqkf8idvyOFMOD7uakW71ZZ8eUS3RZCb1hCkyJe8uhTRjo78v8,-0.20000000298023224,0.8999999761581421,0.0,0.0,Incorrect word definitions.,William Talbot,2,2,,,en
gp:AOqpTOEgpMHi4mesFmHOunJjenF71id20kNM8cqkf8idvyOFMOD7uakW71ZZ8eUS3RZCb1hCkyJe8uhTRjo78v8,-0.20000000298023224,0.8999999761581421,0.0,0.0,"Started using this app to build my vocabulary and I noticed that some of the words such as ""gleaned"" and ""facetious"" had definitions that really do not corroborate with notable dictionaries.",William Talbot,2,2,,,en
gp:AOqpTOEgpMHi4mesFmHOunJjenF71id20kNM8cqkf8idvyOFMOD7uakW71ZZ8eUS3RZCb1hCkyJe8uhTRjo78v8,-0.20000000298023224,0.8999999761581421,-0.800000011920929,0.800000011920929,Often these more complex words do not have direct synonyms and this apps' attempt to define words through synonyms alone is misleading.,William Talbot,2,2,,,en
gp:AOqpTOER1TgeR0_0YSKMxRKSgEeJv2md8Lt_Lv6eZihg47rPPgNorgWjOUbaUI4lkgN21LNeySnbsGkUmiTlK5g,0.8999999761581421,2.9000000953674316,0.8999999761581421,0.8999999761581421,Brilliantly organized and easy to use.,Abhinav Shrivastava,5,0,3.3.0,3.3.0,en
gp:AOqpTOER1TgeR0_0YSKMxRKSgEeJv2md8Lt_Lv6eZihg47rPPgNorgWjOUbaUI4lkgN21LNeySnbsGkUmiTlK5g,0.8999999761581421,2.9000000953674316,0.8999999761581421,0.8999999761581421,App words teaching engine is so good that it's impossible to forget the words you learn from it.,Abhinav Shrivastava,5,0,3.3.0,3.3.0,en
gp:AOqpTOER1TgeR0_0YSKMxRKSgEeJv2md8Lt_Lv6eZihg47rPPgNorgWjOUbaUI4lkgN21LNeySnbsGkUmiTlK5g,0.8999999761581421,2.9000000953674316,0.8999999761581421,0.8999999761581421,Great work guys!,Abhinav Shrivastava,5,0,3.3.0,3.3.0,en
gp:AOqpTOGHKG-Yp04t7IwnqwNcQG6R7X4PIxM3zlwrvC4ji5X8UCBA-VfEJUycVRlwSWUHg2S6CfekyrWoD5HCjKk,0.699999988079071,3.799999952316284,0.8999999761581421,0.8999999761581421,This app is cool and splendid.,20BM065 Madhavan R,4,23,3.3.0,3.3.0,en
gp:AOqpTOGHKG-Yp04t7IwnqwNcQG6R7X4PIxM3zlwrvC4ji5X8UCBA-VfEJUycVRlwSWUHg2S6CfekyrWoD5HCjKk,0.699999988079071,3.799999952316284,0.8999999761581421,0.8999999761581421,It transform me to a cheerful dispostion.,20BM065 Madhavan R,4,23,3.3.0,3.3.0,en
gp:AOqpTOGHKG-Yp04t7IwnqwNcQG6R7X4PIxM3zlwrvC4ji5X8UCBA-VfEJUycVRlwSWUHg2S6CfekyrWoD5HCjKk,0.699999988079071,3.799999952316284,0.0,0.0,"It solve a persons queries and doubts regarding new advanced words and it act like a motivational speaker,which I can hear a motto ""DO IT, DO IT, until YOU SCHOLARY LEARNED"".",20BM065 Madhavan R,4,23,3.3.0,3.3.0,en
gp:AOqpTOGHKG-Yp04t7IwnqwNcQG6R7X4PIxM3zlwrvC4ji5X8UCBA-VfEJUycVRlwSWUHg2S6CfekyrWoD5HCjKk,0.699999988079071,3.799999952316284,0.8999999761581421,0.8999999761581421,"I recommend this app,where you can sure learn newly words in english without a class.",20BM065 Madhavan R,4,23,3.3.0,3.3.0,en
gp:AOqpTOGHKG-Yp04t7IwnqwNcQG6R7X4PIxM3zlwrvC4ji5X8UCBA-VfEJUycVRlwSWUHg2S6CfekyrWoD5HCjKk,0.699999988079071,3.799999952316284,0.8999999761581421,0.8999999761581421,Everything optimistic!😊😍🙋💪💖,20BM065 Madhavan R,4,23,3.3.0,3.3.0,en
gp:AOqpTOHhtjPh0KtC7JzJv28Lb9xI3wP4ulfNmICXLCoDdhVypcvwVfrKACUT1Ep45-FPc8WAzFfK6KgM6QKNzjg,0.5,3.299999952316284,0.8999999761581421,0.8999999761581421,I had a good vocabulary already but this app has definitely increased it!,Brittany Roth,5,73,3.3.0,3.3.0,en
gp:AOqpTOHhtjPh0KtC7JzJv28Lb9xI3wP4ulfNmICXLCoDdhVypcvwVfrKACUT1Ep45-FPc8WAzFfK6KgM6QKNzjg,0.5,3.299999952316284,-0.5,0.5,On average about 15% of the words are ones I did not know at all or had heard but never knew the meaning.,Brittany Roth,5,73,3.3.0,3.3.0,en
gp:AOqpTOHhtjPh0KtC7JzJv28Lb9xI3wP4ulfNmICXLCoDdhVypcvwVfrKACUT1Ep45-FPc8WAzFfK6KgM6QKNzjg,0.5,3.299999952316284,0.8999999761581421,0.8999999761581421,"Even for the ones I do know already, a refresher is always nice!",Brittany Roth,5,73,3.3.0,3.3.0,en
gp:AOqpTOHhtjPh0KtC7JzJv28Lb9xI3wP4ulfNmICXLCoDdhVypcvwVfrKACUT1Ep45-FPc8WAzFfK6KgM6QKNzjg,0.5,3.299999952316284,0.8999999761581421,0.8999999761581421,Absolutely recommend if you want to increase your vocabulary!,Brittany Roth,5,73,3.3.0,3.3.0,en
gp:AOqpTOFww3ZjYmuVaSncAH1Vf2rU71B3awZ7sweToareTYDVSFx2Kpmm5QMI96YuAgI5ygdsL5sbjM7uJ1Ccgdc,0.8999999761581421,1.7999999523162842,0.8999999761581421,0.8999999761581421,"I find it helpful mostly these times that I almost forgot the term of some words, It's fun to play with and at the same I am learning new words.",Gellet Coral,5,1,3.3.0,3.3.0,en
gp:AOqpTOFww3ZjYmuVaSncAH1Vf2rU71B3awZ7sweToareTYDVSFx2Kpmm5QMI96YuAgI5ygdsL5sbjM7uJ1Ccgdc,0.8999999761581421,1.7999999523162842,0.8999999761581421,0.8999999761581421,Thanks!,Gellet Coral,5,1,3.3.0,3.3.0,en
